timestamp,cpu_percent,mem_used_mb,mem_total_mb,mem_percent,load_1m
2026-05-26T18:57:23+00:00,3,349,1963,17.78,0.40
2026-05-26T18:57:24+00:00,11.4,349,1963,17.78,0.53
2026-05-26T18:57:26+00:00,9.1,349,1963,17.78,0.53
2026-05-26T18:57:27+00:00,3.1,349,1963,17.78,0.53
2026-05-26T18:57:28+00:00,6.1,349,1963,17.78,0.53
2026-05-26T18:57:29+00:00,5.9,349,1963,17.78,0.49
2026-05-26T18:57:30+00:00,6.1,349,1963,17.78,0.49
2026-05-26T18:57:32+00:00,6.2,349,1963,17.78,0.49
2026-05-26T18:57:33+00:00,3.1,349,1963,17.78,0.49
2026-05-26T18:57:34+00:00,3.2,349,1963,17.78,0.53
2026-05-26T18:57:35+00:00,100,349,1963,17.78,0.53
2026-05-26T18:57:36+00:00,100,349,1963,17.78,0.53
2026-05-26T18:57:38+00:00,3,349,1963,17.78,0.53
2026-05-26T18:57:39+00:00,11.1,349,1963,17.79,0.49
2026-05-26T18:57:40+00:00,6.1,349,1963,17.79,0.49
2026-05-26T18:57:41+00:00,3.1,349,1963,17.79,0.49
2026-05-26T18:57:43+00:00,6.1,349,1963,17.79,0.49
2026-05-26T18:57:44+00:00,6.1,349,1963,17.79,0.53
2026-05-26T18:57:45+00:00,6.1,349,1963,17.79,0.53
2026-05-26T18:57:46+00:00,3.1,349,1963,17.79,0.53
2026-05-26T18:57:47+00:00,3.1,349,1963,17.79,0.53
2026-05-26T18:57:49+00:00,100,349,1963,17.79,0.57
2026-05-26T18:57:50+00:00,3.2,349,1963,17.79,0.57
2026-05-26T18:57:51+00:00,100,349,1963,17.79,0.57
2026-05-26T18:57:52+00:00,3,349,1963,17.79,0.57
2026-05-26T18:57:53+00:00,23.5,349,1963,17.79,0.68
2026-05-26T18:57:55+00:00,3.1,349,1963,17.79,0.68
2026-05-26T18:57:56+00:00,6.2,349,1963,17.79,0.68
2026-05-26T18:57:57+00:00,3.1,349,1963,17.79,0.68
2026-05-26T18:57:58+00:00,11.8,349,1963,17.79,0.68
2026-05-26T18:58:00+00:00,6.1,349,1963,17.79,0.63
2026-05-26T18:58:01+00:00,8.6,349,1963,17.79,0.63
2026-05-26T18:58:02+00:00,8.8,349,1963,17.79,0.63
2026-05-26T18:58:03+00:00,9.4,349,1963,17.79,0.63
2026-05-26T18:58:04+00:00,100,349,1963,17.79,0.58
2026-05-26T18:58:06+00:00,8.6,349,1963,17.78,0.58
2026-05-26T18:58:07+00:00,8.6,349,1963,17.78,0.58
2026-05-26T18:58:08+00:00,8.6,349,1963,17.78,0.58
2026-05-26T18:58:09+00:00,14.7,349,1963,17.78,0.53
2026-05-26T18:58:11+00:00,100,349,1963,17.78,0.53
2026-05-26T18:58:12+00:00,5.9,349,1963,17.78,0.53
2026-05-26T18:58:13+00:00,5.9,349,1963,17.78,0.53
2026-05-26T18:58:14+00:00,3.1,349,1963,17.78,0.57
2026-05-26T18:58:15+00:00,6.2,349,1963,17.78,0.57
2026-05-26T18:58:17+00:00,3.1,349,1963,17.78,0.57
2026-05-26T18:58:18+00:00,6.1,349,1963,17.78,0.57
2026-05-26T18:58:19+00:00,8.6,349,1963,17.78,0.52
2026-05-26T18:58:20+00:00,5.9,349,1963,17.78,0.52
2026-05-26T18:58:22+00:00,6.1,349,1963,17.78,0.52
2026-05-26T18:58:23+00:00,100,349,1963,17.78,0.52
2026-05-26T18:58:24+00:00,100,349,1963,17.78,0.48
2026-05-26T18:58:25+00:00,3.1,349,1963,17.78,0.48
2026-05-26T18:58:26+00:00,6.1,349,1963,17.78,0.48
2026-05-26T18:58:27+00:00,5.9,349,1963,17.78,0.48
2026-05-26T18:58:29+00:00,8.6,349,1963,17.78,0.44
2026-05-26T18:58:30+00:00,6.1,349,1963,17.78,0.44
2026-05-26T18:58:31+00:00,6.1,349,1963,17.78,0.44
2026-05-26T18:58:32+00:00,6.1,349,1963,17.78,0.44
2026-05-26T18:58:34+00:00,31.4,349,1963,17.78,0.65
2026-05-26T18:58:35+00:00,6.1,349,1963,17.78,0.65
2026-05-26T18:58:36+00:00,5.9,349,1963,17.78,0.65
2026-05-26T18:58:37+00:00,6.1,349,1963,17.78,0.65
2026-05-26T18:58:38+00:00,3.1,349,1963,17.78,0.59
2026-05-26T18:58:40+00:00,8.6,349,1963,17.78,0.59
2026-05-26T18:58:41+00:00,5.9,349,1963,17.78,0.59
2026-05-26T18:58:42+00:00,9.1,349,1963,17.78,0.59
2026-05-26T18:58:43+00:00,35.5,349,1963,17.77,0.59
2026-05-26T18:58:45+00:00,3.1,348,1963,17.77,0.71
2026-05-26T18:58:46+00:00,3.1,348,1963,17.77,0.71
2026-05-26T18:58:47+00:00,3.2,348,1963,17.77,0.71
2026-05-26T18:58:48+00:00,3.2,348,1963,17.77,0.71
2026-05-26T18:58:49+00:00,5.9,348,1963,17.77,0.65
2026-05-26T18:58:51+00:00,5.9,348,1963,17.77,0.65
2026-05-26T18:58:52+00:00,17.1,348,1963,17.77,0.65
2026-05-26T18:58:53+00:00,6.2,348,1963,17.77,0.65
2026-05-26T18:58:54+00:00,100,348,1963,17.77,0.60
2026-05-26T18:58:55+00:00,6.1,348,1963,17.77,0.60
2026-05-26T18:58:57+00:00,3,348,1963,17.77,0.60
2026-05-26T18:58:58+00:00,3.1,348,1963,17.77,0.60
2026-05-26T18:58:59+00:00,100,348,1963,17.77,0.55
2026-05-26T18:59:00+00:00,6.1,348,1963,17.77,0.55
2026-05-26T18:59:02+00:00,3,348,1963,17.77,0.55
2026-05-26T18:59:03+00:00,3,348,1963,17.77,0.55
2026-05-26T18:59:04+00:00,3.1,348,1963,17.77,0.59
2026-05-26T18:59:05+00:00,3.2,348,1963,17.77,0.59
